CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*)
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),27,1,1,0,0
1,CHUQUISACA,10101,SUCRE,28,1052,959,56,37
1,CHUQUISACA,10102,YOTALA,28,23,22,1,0
1,CHUQUISACA,10103,POROMA,28,3,3,0,0
1,CHUQUISACA,10202,TARVITA,28,7,7,0,0
1,CHUQUISACA,10301,ZUDAÑEZ,28,5,5,0,0
1,CHUQUISACA,10302,PRESTO,28,9,9,0,0
1,CHUQUISACA,10303,MOJOCOYA,28,3,2,0,1
1,CHUQUISACA,10304,ICLA,28,11,11,0,0
1,CHUQUISACA,10401,PADILLA,28,15,15,0,0
1,CHUQUISACA,10402,TOMINA,28,14,14,0,0
1,CHUQUISACA,10403,SOPACHUY,28,3,3,0,0
1,CHUQUISACA,10404,ALCALA,28,9,9,0,0
1,CHUQUISACA,10405,EL VILLAR,28,1,1,0,0
1,CHUQUISACA,10501,MONTEAGUDO,28,46,41,0,5
1,CHUQUISACA,10601,TARABUCO,28,5,4,0,1
1,CHUQUISACA,10602,YAMPARAEZ,28,17,17,0,0
1,CHUQUISACA,10701,CAMARGO,28,2,2,0,0
1,CHUQUISACA,10702,SAN LUCAS,28,5,4,1,0
1,CHUQUISACA,10703,INCAHUASI,28,14,14,0,0
1,CHUQUISACA,10704,VILLA CHARCAS,28,4,4,0,0
1,CHUQUISACA,10801,VILLA SERRANO,28,8,8,0,0
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),28,2,2,0,0
1,CHUQUISACA,10902,CULPINA,28,18,15,0,3
1,CHUQUISACA,10903,LAS CARRERAS,28,1,1,0,0
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),28,18,14,0,4
1,CHUQUISACA,11003,MACHARETI,28,3,3,0,0
2,LA PAZ,20101,LA PAZ,28,3971,3663,52,256
2,LA PAZ,20103,MECAPACA,28,8,8,0,0
2,LA PAZ,20104,ACHOCALLA,28,12,9,0,3
2,LA PAZ,20105,EL ALTO,28,1915,1714,34,167
2,LA PAZ,20201,ACHACACHI,28,6,2,3,1
2,LA PAZ,20202,ANCORAIMES,28,2,2,0,0
2,LA PAZ,20301,CORO CORO,28,6,6,0,0
2,LA PAZ,20405,ESCOMA,28,3,3,0,0
2,LA PAZ,20501,CHUMA,28,1,1,0,0
2,LA PAZ,20502,AYATA,28,1,1,0,0
2,LA PAZ,20601,SORATA,28,2,2,0,0
2,LA PAZ,20602,GUANAY,28,1,1,0,0
2,LA PAZ,20607,MAPIRI,28,2,1,1,0
2,LA PAZ,20608,TEOPONTE,28,6,5,0,1
2,LA PAZ,20702,PELECHUCO,28,1,1,0,0
2,LA PAZ,20801,VIACHA,28,140,121,1,18
2,LA PAZ,20802,GUAQUI,28,1,1,0,0
2,LA PAZ,20902,SAPAHAQUI,28,1,1,0,0
2,LA PAZ,20904,MALLA,28,1,0,0,1
2,LA PAZ,20905,CAIROMA,28,11,0,0,11
2,LA PAZ,21003,CAJUATA,28,2,0,1,1
2,LA PAZ,21004,COLQUIRI,28,52,44,5,3
2,LA PAZ,21005,ICHOCA,28,1,1,0,0
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),28,14,10,3,1
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),28,5,2,3,0
2,LA PAZ,21103,YANACACHI,28,4,4,0,0
2,LA PAZ,21104,PALOS BLANCOS,28,10,8,2,0
2,LA PAZ,21105,LA ASUNTA,28,3,2,1,0
2,LA PAZ,21201,PUCARANI,28,9,8,1,0
2,LA PAZ,21202,LAJA,28,7,5,2,0
2,LA PAZ,21203,BATALLAS,28,3,1,2,0
2,LA PAZ,21301,SICA SICA (VILLA AROMA),28,7,4,2,1
2,LA PAZ,21302,UMALA,28,15,9,2,4
2,LA PAZ,21304,CALAMARCA,28,1,1,0,0
2,LA PAZ,21305,PATACAMAYA,28,55,26,5,24
2,LA PAZ,21401,COROICO,28,17,17,0,0
2,LA PAZ,21402,CORIPATA,28,23,20,3,0
2,LA PAZ,21502,SAN BUENA VENTURA,28,9,8,1,0
2,LA PAZ,21701,COPACABANA,28,3,2,0,1
2,LA PAZ,22001,CARANAVI,28,34,30,1,3
2,LA PAZ,22002,ALTO BENI,28,1,0,1,0
3,COCHABAMBA,30101,COCHABAMBA,28,2617,2329,205,83
3,COCHABAMBA,30201,AIQUILE,28,6,6,0,0
3,COCHABAMBA,30203,OMEREQUE,28,8,2,1,5
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),28,1,1,0,0
3,COCHABAMBA,30401,TARATA,28,7,3,1,3
3,COCHABAMBA,30403,ARBIETO,28,9,9,0,0
3,COCHABAMBA,30501,ARANI,28,7,4,2,1
3,COCHABAMBA,30502,VACAS,28,3,1,0,2
3,COCHABAMBA,30601,ARQUE,28,2,1,1,0
3,COCHABAMBA,30701,CAPINOTA,28,24,20,3,1
3,COCHABAMBA,30702,SANTIVAÑES,28,26,7,1,18
3,COCHABAMBA,30703,SICAYA,28,4,0,0,4
3,COCHABAMBA,30801,CLIZA,28,8,5,2,1
3,COCHABAMBA,30802,TOCO,28,3,2,1,0
3,COCHABAMBA,30803,TOLATA,28,4,3,1,0
3,COCHABAMBA,30901,QUILLACOLLO,28,375,312,19,44
3,COCHABAMBA,30902,SIPE SIPE,28,88,36,5,47
3,COCHABAMBA,30903,TIQUIPAYA,28,96,69,6,21
3,COCHABAMBA,30904,VINTO,28,72,64,7,1
3,COCHABAMBA,30905,COLCAPIRHUA,28,73,62,6,5
3,COCHABAMBA,31001,SACABA,28,499,386,35,78
3,COCHABAMBA,31002,COLOMI,28,14,12,2,0
3,COCHABAMBA,31003,VILLA TUNARI,28,80,55,6,19
3,COCHABAMBA,31101,TAPACARI,28,5,3,2,0
3,COCHABAMBA,31202,POJO (CBBA),28,1,1,0,0
3,COCHABAMBA,31204,CHIMORE,28,112,99,4,9
3,COCHABAMBA,31205,PUERTO VILLARROEL,28,319,284,18,17
3,COCHABAMBA,31206,ENTRE RIOS CBBA,28,327,251,21,55
3,COCHABAMBA,31301,MIZQUE,28,7,4,1,2
3,COCHABAMBA,31401,PUNATA,28,55,31,10,14
3,COCHABAMBA,31403,SAN BENITO,28,18,15,1,2
3,COCHABAMBA,31501,BOLIVAR,28,3,1,0,2
3,COCHABAMBA,31601,TIRAQUE (CBBA),28,1,1,0,0
3,COCHABAMBA,31602,SHINAOTA,28,140,124,4,12
4,ORURO,40101,ORURO,28,1290,1048,73,169
4,ORURO,40102,CARACOLLO,28,12,9,3,0
4,ORURO,40104,SORACACHI,28,2,1,1,0
4,ORURO,40201,CHALLAPATA,28,38,33,3,2
4,ORURO,40202,SANTUARIO DE QUILLACAS,28,4,1,0,3
4,ORURO,40402,TURCO,28,1,1,0,0
4,ORURO,40501,HUACHACALLA,28,14,14,0,0
4,ORURO,40505,ESMERALDA,28,6,6,0,0
4,ORURO,40601,POOPO,28,2,1,1,0
4,ORURO,40603,ANTEQUERA,28,1,1,0,0
4,ORURO,40701,HUANUNI,28,284,219,19,46
4,ORURO,40702,MACHACAMARCA,28,5,4,1,0
4,ORURO,40801,SALINAS DE GARCI MENDOZA,28,4,4,0,0
4,ORURO,40901,SABAYA,28,4,4,0,0
4,ORURO,40902,COIPASA,28,1,1,0,0
4,ORURO,41101,EUCALIPTUS,28,24,10,3,11
4,ORURO,41401,SANTIAGO DE HUARI,28,4,1,3,0
4,ORURO,41503,CARANGAS,28,1,0,1,0
4,ORURO,41601,HUAYLLAMARCA,28,4,2,2,0
5,POTOSI,50101,POTOSI,28,328,256,13,59
5,POTOSI,50102,TINGUIPAYA,28,6,6,0,0
5,POTOSI,50201,UNCIA,28,108,105,0,3
5,POTOSI,50202,CHAYANTA,28,5,5,0,0
5,POTOSI,50203,LLALLAGUA,28,307,286,11,10
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,28,3,2,1,0
5,POTOSI,50301,BETANZOS,28,8,7,1,0
5,POTOSI,50401,COLQUECHACA,28,3,3,0,0
5,POTOSI,50403,POCOATA,28,2,1,1,0
5,POTOSI,50404,OCURI,28,3,3,0,0
5,POTOSI,50502,TORO TORO,28,1,1,0,0
5,POTOSI,50601,COTAGAITA,28,3,3,0,0
5,POTOSI,50701,SACACA,28,2,0,2,0
5,POTOSI,50802,ATOCHA,28,8,7,1,0
5,POTOSI,50901,"COLCHA ""K""",28,12,6,0,6
5,POTOSI,51101,PUNA,28,1,1,0,0
5,POTOSI,51102,"CAIZA ""D""",28,11,10,1,0
5,POTOSI,51201,UYUNI,28,21,16,1,4
5,POTOSI,51202,TOMAVE,28,1,1,0,0
5,POTOSI,51501,VILLAZON,28,25,25,0,0
6,TARIJA,60101,TARIJA,28,948,897,29,22
6,TARIJA,60201,PADCAYA,28,10,9,0,1
6,TARIJA,60202,BERMEJO,28,36,35,1,0
6,TARIJA,60301,YACUIBA,28,273,254,7,12
6,TARIJA,60302,CARAPARI,28,41,41,0,0
6,TARIJA,60303,VILLA MONTES,28,60,53,4,3
6,TARIJA,60401,URIONDO (A. CONCEPCION),28,58,57,1,0
6,TARIJA,60501,SAN LORENZO(TJA),28,47,45,1,1
6,TARIJA,60502,EL PUENTE(TJA),28,11,11,0,0
6,TARIJA,60601,ENTRE RIOS TRJ,28,17,16,1,0
7,SANTA CRUZ,70101,SANTA CRUZ,28,17254,5000,510,11744
7,SANTA CRUZ,70102,COTOCA,28,283,258,2,23
7,SANTA CRUZ,70103,PORONGO,28,90,79,0,11
7,SANTA CRUZ,70104,LA GUARDIA,28,657,566,7,84
7,SANTA CRUZ,70105,EL TORNO,28,373,287,6,80
7,SANTA CRUZ,70201,WARNES,28,395,329,10,56
7,SANTA CRUZ,70202,OKINAWA UNO,28,69,32,5,32
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,28,163,149,11,3
7,SANTA CRUZ,70401,BUENA VISTA,28,38,36,0,2
7,SANTA CRUZ,70402,SAN CARLOS,28,163,155,0,8
7,SANTA CRUZ,70403,YAPACANI,28,426,417,0,9
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,28,130,130,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,28,162,153,9,0
7,SANTA CRUZ,70502,PAILON,28,223,214,2,7
7,SANTA CRUZ,70503,ROBORÉ,28,58,52,1,5
7,SANTA CRUZ,70601,PORTACHUELO,28,203,196,4,3
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,28,87,79,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,28,100,86,8,6
7,SANTA CRUZ,70701,LAGUNILLAS,28,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,28,27,24,0,3
7,SANTA CRUZ,70706,CAMIRI,28,59,43,3,13
7,SANTA CRUZ,70801,VALLE GRANDE,28,46,37,4,5
7,SANTA CRUZ,70802,TRIGAL,28,8,8,0,0
7,SANTA CRUZ,70803,MORO MORO,28,23,23,0,0
7,SANTA CRUZ,70901,SAMAIPATA,28,17,16,0,1
7,SANTA CRUZ,70902,PAMPA GRANDE,28,20,19,1,0
7,SANTA CRUZ,70903,MAIRANA,28,46,28,2,16
7,SANTA CRUZ,71001,MONTERO,28,2144,1567,81,496
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,28,68,49,2,17
7,SANTA CRUZ,71003,MINEROS,28,125,84,5,36
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,28,117,58,1,58
7,SANTA CRUZ,71005,SAN PEDRO,28,261,216,1,44
7,SANTA CRUZ,71101,CONCEPCIÓN,28,68,61,4,3
7,SANTA CRUZ,71102,SAN JAVIER,28,55,45,3,7
7,SANTA CRUZ,71104,SAN JULIÁN,28,97,85,8,4
7,SANTA CRUZ,71106,CUATRO CAÑADAS,28,105,91,7,7
7,SANTA CRUZ,71401,PUERTO SUAREZ,28,62,61,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,28,159,159,0,0
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,28,34,33,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),28,10,9,0,1
7,SANTA CRUZ,71301,COMARAPA,28,26,26,0,0
7,SANTA CRUZ,70702,CHARAGUA,28,8,7,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,28,1,1,0,0
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,28,60,52,0,8
7,SANTA CRUZ,71201,SAN MATIAS,28,11,11,0,0
7,SANTA CRUZ,71502,URUBICHÁ,28,17,17,0,0
7,SANTA CRUZ,70705,GUTIERREZ,28,2,2,0,0
7,SANTA CRUZ,71403,CARMEN RIVERO TóRREZ,28,20,20,0,0
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,28,18,17,1,0
7,SANTA CRUZ,70303,SAN RAFAEL,28,11,11,0,0
7,SANTA CRUZ,71103,SAN RAMóN,28,22,22,0,0
8,BENI,80101,TRINIDAD,28,3364,3020,188,156
8,BENI,80102,SAN JAVIER(BNI),28,14,14,0,0
8,BENI,80201,RIBERALTA,28,388,339,38,11
8,BENI,80202,GUAYARAMERIN,28,453,424,29,0
8,BENI,80302,SAN BORJA,28,53,52,0,1
8,BENI,80303,SANTA ROSA,28,1,1,0,0
8,BENI,80304,RURRENABAQUE,28,20,19,1,0
8,BENI,80401,SANTA ANA,28,102,102,0,0
8,BENI,80402,EXALTACION,28,8,8,0,0
8,BENI,80501,SAN IGNACIO,28,63,58,0,5
8,BENI,80601,LORETO,28,52,51,1,0
8,BENI,80602,SAN ANDRES,28,81,81,0,0
8,BENI,80701,SAN JOAQUIN,28,129,125,4,0
8,BENI,80702,SAN RAMON BENI,28,83,81,2,0
9,PANDO,90101,COBIJA,28,922,857,52,13
9,PANDO,90102,PORVENIR,28,32,31,1,0
9,PANDO,90103,BOLPEBRA,28,26,26,0,0
9,PANDO,90201,PUERTO RICO,28,5,4,1,0
9,PANDO,90203,FILADELFIA,28,16,14,1,1
9,PANDO,90301,PUERTO GONZALO MORENO,28,13,13,0,0
9,PANDO,90302,SAN LORENZO(PND),28,1,1,0,0
9,PANDO,90303,SENA,28,5,5,0,0
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),28,5,4,1,0
9,PANDO,90104,BELLA FLOR,28,1,1,0,0
1,CHUQUISACA,10101,SUCRE,29,1298,1155,66,77
1,CHUQUISACA,10102,YOTALA,29,29,28,1,0
1,CHUQUISACA,10103,POROMA,29,7,7,0,0
1,CHUQUISACA,10201,AZURDUY,29,7,7,0,0
1,CHUQUISACA,10202,TARVITA,29,7,7,0,0
1,CHUQUISACA,10301,ZUDAÑEZ,29,9,9,0,0
1,CHUQUISACA,10302,PRESTO,29,10,10,0,0
1,CHUQUISACA,10303,MOJOCOYA,29,5,4,0,1
1,CHUQUISACA,10304,ICLA,29,11,9,0,2
1,CHUQUISACA,10401,PADILLA,29,15,14,0,1
1,CHUQUISACA,10402,TOMINA,29,14,14,0,0
1,CHUQUISACA,10403,SOPACHUY,29,3,3,0,0
1,CHUQUISACA,10404,ALCALA,29,9,8,0,1
1,CHUQUISACA,10405,EL VILLAR,29,1,1,0,0
1,CHUQUISACA,10501,MONTEAGUDO,29,46,41,0,5
1,CHUQUISACA,10601,TARABUCO,29,9,8,0,1
1,CHUQUISACA,10602,YAMPARAEZ,29,17,17,0,0
1,CHUQUISACA,10701,CAMARGO,29,7,7,0,0
1,CHUQUISACA,10702,SAN LUCAS,29,10,9,1,0
1,CHUQUISACA,10703,INCAHUASI,29,14,14,0,0
1,CHUQUISACA,10704,VILLA CHARCAS,29,4,4,0,0
1,CHUQUISACA,10801,VILLA SERRANO,29,9,9,0,0
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),29,3,3,0,0
1,CHUQUISACA,10902,CULPINA,29,22,19,0,3
1,CHUQUISACA,10903,LAS CARRERAS,29,1,1,0,0
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),29,18,12,0,6
1,CHUQUISACA,11003,MACHARETI,29,3,3,0,0
2,LA PAZ,20101,LA PAZ,29,5796,5310,71,415
2,LA PAZ,20103,MECAPACA,29,8,8,0,0
2,LA PAZ,20104,ACHOCALLA,29,14,11,0,3
2,LA PAZ,20105,EL ALTO,29,2560,2291,44,225
2,LA PAZ,20201,ACHACACHI,29,10,6,3,1
2,LA PAZ,20202,ANCORAIMES,29,3,2,0,1
2,LA PAZ,20301,CORO CORO,29,6,6,0,0
2,LA PAZ,20405,ESCOMA,29,4,3,1,0
2,LA PAZ,20501,CHUMA,29,1,1,0,0
2,LA PAZ,20502,AYATA,29,1,1,0,0
2,LA PAZ,20601,SORATA,29,2,2,0,0
2,LA PAZ,20602,GUANAY,29,1,1,0,0
2,LA PAZ,20607,MAPIRI,29,2,1,1,0
2,LA PAZ,20608,TEOPONTE,29,6,5,0,1
2,LA PAZ,20702,PELECHUCO,29,1,1,0,0
2,LA PAZ,20801,VIACHA,29,174,146,1,27
2,LA PAZ,20802,GUAQUI,29,1,1,0,0
2,LA PAZ,20902,SAPAHAQUI,29,1,1,0,0
2,LA PAZ,20904,MALLA,29,5,4,0,1
2,LA PAZ,20905,CAIROMA,29,12,1,0,11
2,LA PAZ,21003,CAJUATA,29,2,0,1,1
2,LA PAZ,21004,COLQUIRI,29,53,38,5,10
2,LA PAZ,21005,ICHOCA,29,1,1,0,0
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),29,16,12,3,1
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),29,5,3,2,0
2,LA PAZ,21103,YANACACHI,29,9,8,0,1
2,LA PAZ,21104,PALOS BLANCOS,29,18,15,2,1
2,LA PAZ,21105,LA ASUNTA,29,4,3,1,0
2,LA PAZ,21201,PUCARANI,29,10,8,1,1
2,LA PAZ,21202,LAJA,29,7,5,2,0
2,LA PAZ,21203,BATALLAS,29,7,5,2,0
2,LA PAZ,21301,SICA SICA (VILLA AROMA),29,7,4,2,1
2,LA PAZ,21302,UMALA,29,15,7,2,6
2,LA PAZ,21304,CALAMARCA,29,1,1,0,0
2,LA PAZ,21305,PATACAMAYA,29,55,25,5,25
2,LA PAZ,21307,COLLANA,29,1,1,0,0
2,LA PAZ,21401,COROICO,29,19,19,0,0
2,LA PAZ,21402,CORIPATA,29,25,17,4,4
2,LA PAZ,21502,SAN BUENA VENTURA,29,9,8,1,0
2,LA PAZ,21701,COPACABANA,29,4,3,0,1
2,LA PAZ,22001,CARANAVI,29,45,39,1,5
2,LA PAZ,22002,ALTO BENI,29,1,0,1,0
3,COCHABAMBA,30101,COCHABAMBA,29,3499,2820,267,412
3,COCHABAMBA,30201,AIQUILE,29,9,8,1,0
3,COCHABAMBA,30203,OMEREQUE,29,9,3,1,5
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),29,2,2,0,0
3,COCHABAMBA,30401,TARATA,29,14,10,1,3
3,COCHABAMBA,30402,ANZALDO,29,2,2,0,0
3,COCHABAMBA,30403,ARBIETO,29,14,13,1,0
3,COCHABAMBA,30501,ARANI,29,9,6,2,1
3,COCHABAMBA,30502,VACAS,29,3,1,0,2
3,COCHABAMBA,30601,ARQUE,29,2,1,1,0
3,COCHABAMBA,30701,CAPINOTA,29,25,21,3,1
3,COCHABAMBA,30702,SANTIVAÑES,29,26,7,1,18
3,COCHABAMBA,30703,SICAYA,29,4,0,0,4
3,COCHABAMBA,30801,CLIZA,29,11,8,2,1
3,COCHABAMBA,30802,TOCO,29,3,2,1,0
3,COCHABAMBA,30803,TOLATA,29,7,5,1,1
3,COCHABAMBA,30901,QUILLACOLLO,29,458,368,22,68
3,COCHABAMBA,30902,SIPE SIPE,29,98,37,6,55
3,COCHABAMBA,30903,TIQUIPAYA,29,121,91,6,24
3,COCHABAMBA,30904,VINTO,29,102,68,9,25
3,COCHABAMBA,30905,COLCAPIRHUA,29,94,81,6,7
3,COCHABAMBA,31001,SACABA,29,554,376,43,135
3,COCHABAMBA,31002,COLOMI,29,17,14,3,0
3,COCHABAMBA,31003,VILLA TUNARI,29,89,53,6,30
3,COCHABAMBA,31101,TAPACARI,29,9,7,2,0
3,COCHABAMBA,31201,TOTORA(CBBA),29,3,3,0,0
3,COCHABAMBA,31202,POJO (CBBA),29,2,2,0,0
3,COCHABAMBA,31203,POCONA,29,1,1,0,0
3,COCHABAMBA,31204,CHIMORE,29,115,39,10,66
3,COCHABAMBA,31205,PUERTO VILLARROEL,29,367,275,24,68
3,COCHABAMBA,31206,ENTRE RIOS CBBA,29,355,244,31,80
3,COCHABAMBA,31301,MIZQUE,29,8,2,1,5
3,COCHABAMBA,31302,VILA VILA,29,1,1,0,0
3,COCHABAMBA,31401,PUNATA,29,62,31,12,19
3,COCHABAMBA,31403,SAN BENITO,29,30,27,1,2
3,COCHABAMBA,31404,TACACHI,29,1,1,0,0
3,COCHABAMBA,31501,BOLIVAR,29,4,2,0,2
3,COCHABAMBA,31601,TIRAQUE (CBBA),29,2,1,0,1
3,COCHABAMBA,31602,SHINAOTA,29,145,116,4,25
4,ORURO,40101,ORURO,29,1700,1349,95,256
4,ORURO,40102,CARACOLLO,29,12,5,7,0
4,ORURO,40104,SORACACHI,29,2,1,1,0
4,ORURO,40201,CHALLAPATA,29,51,45,3,3
4,ORURO,40202,SANTUARIO DE QUILLACAS,29,13,10,0,3
4,ORURO,40402,TURCO,29,1,1,0,0
4,ORURO,40501,HUACHACALLA,29,14,14,0,0
4,ORURO,40505,ESMERALDA,29,6,6,0,0
4,ORURO,40601,POOPO,29,2,1,1,0
4,ORURO,40603,ANTEQUERA,29,2,2,0,0
4,ORURO,40701,HUANUNI,29,317,228,25,64
4,ORURO,40702,MACHACAMARCA,29,5,1,1,3
4,ORURO,40801,SALINAS DE GARCI MENDOZA,29,7,7,0,0
4,ORURO,40901,SABAYA,29,6,5,0,1
4,ORURO,40902,COIPASA,29,1,1,0,0
4,ORURO,41001,TOLEDO,29,1,0,1,0
4,ORURO,41101,EUCALIPTUS,29,27,12,3,12
4,ORURO,41401,SANTIAGO DE HUARI,29,5,1,4,0
4,ORURO,41503,CARANGAS,29,1,0,1,0
4,ORURO,41601,HUAYLLAMARCA,29,4,2,2,0
5,POTOSI,50101,POTOSI,29,415,327,15,73
5,POTOSI,50102,TINGUIPAYA,29,6,6,0,0
5,POTOSI,50201,UNCIA,29,118,115,0,3
5,POTOSI,50202,CHAYANTA,29,5,5,0,0
5,POTOSI,50203,LLALLAGUA,29,352,329,11,12
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,29,8,7,1,0
5,POTOSI,50301,BETANZOS,29,32,30,1,1
5,POTOSI,50401,COLQUECHACA,29,9,9,0,0
5,POTOSI,50403,POCOATA,29,8,7,1,0
5,POTOSI,50404,OCURI,29,9,9,0,0
5,POTOSI,50502,TORO TORO,29,1,1,0,0
5,POTOSI,50601,COTAGAITA,29,3,3,0,0
5,POTOSI,50602,VITICHI,29,3,3,0,0
5,POTOSI,50701,SACACA,29,2,0,2,0
5,POTOSI,50702,CARIPUYO,29,3,3,0,0
5,POTOSI,50801,TUPIZA,29,1,1,0,0
5,POTOSI,50802,ATOCHA,29,24,23,1,0
5,POTOSI,50901,"COLCHA ""K""",29,20,12,0,8
5,POTOSI,51101,PUNA,29,4,4,0,0
5,POTOSI,51102,"CAIZA ""D""",29,11,10,1,0
5,POTOSI,51201,UYUNI,29,26,19,3,4
5,POTOSI,51202,TOMAVE,29,2,2,0,0
5,POTOSI,51302,ACACIO,29,2,2,0,0
5,POTOSI,51501,VILLAZON,29,32,32,0,0
5,POTOSI,51601,SAN AGUSTIN,29,1,1,0,0
6,TARIJA,60101,TARIJA,29,1498,1391,45,62
6,TARIJA,60201,PADCAYA,29,15,14,0,1
6,TARIJA,60202,BERMEJO,29,72,71,1,0
6,TARIJA,60301,YACUIBA,29,305,267,7,31
6,TARIJA,60302,CARAPARI,29,59,50,0,9
6,TARIJA,60303,VILLA MONTES,29,135,127,5,3
6,TARIJA,60401,URIONDO (A. CONCEPCION),29,82,81,1,0
6,TARIJA,60402,YUNCHARA,29,2,2,0,0
6,TARIJA,60501,SAN LORENZO(TJA),29,88,86,1,1
6,TARIJA,60502,EL PUENTE(TJA),29,29,28,1,0
6,TARIJA,60601,ENTRE RIOS TRJ,29,62,61,1,0
7,SANTA CRUZ,70101,SANTA CRUZ,29,20603,6580,594,13429
7,SANTA CRUZ,70102,COTOCA,29,374,340,2,32
7,SANTA CRUZ,70103,PORONGO,29,102,88,0,14
7,SANTA CRUZ,70104,LA GUARDIA,29,817,4,7,806
7,SANTA CRUZ,70105,EL TORNO,29,482,368,6,108
7,SANTA CRUZ,70201,WARNES,29,495,374,10,111
7,SANTA CRUZ,70202,OKINAWA UNO,29,81,27,5,49
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,29,212,187,22,3
7,SANTA CRUZ,70401,BUENA VISTA,29,51,49,0,2
7,SANTA CRUZ,70402,SAN CARLOS,29,169,161,0,8
7,SANTA CRUZ,70403,YAPACANI,29,461,452,0,9
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,29,140,140,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,29,173,164,9,0
7,SANTA CRUZ,70502,PAILON,29,268,259,2,7
7,SANTA CRUZ,70503,ROBORÉ,29,109,103,1,5
7,SANTA CRUZ,70601,PORTACHUELO,29,235,228,4,3
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,29,126,118,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,29,121,107,8,6
7,SANTA CRUZ,70701,LAGUNILLAS,29,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,29,30,26,1,3
7,SANTA CRUZ,70706,CAMIRI,29,71,55,3,13
7,SANTA CRUZ,70801,VALLE GRANDE,29,53,24,4,25
7,SANTA CRUZ,70802,TRIGAL,29,9,3,0,6
7,SANTA CRUZ,70803,MORO MORO,29,23,3,0,20
7,SANTA CRUZ,70901,SAMAIPATA,29,18,17,0,1
7,SANTA CRUZ,70902,PAMPA GRANDE,29,23,22,1,0
7,SANTA CRUZ,70903,MAIRANA,29,55,37,2,16
7,SANTA CRUZ,71001,MONTERO,29,2593,1935,81,577
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,29,70,43,2,25
7,SANTA CRUZ,71003,MINEROS,29,134,90,5,39
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,29,154,95,1,58
7,SANTA CRUZ,71005,SAN PEDRO,29,302,254,1,47
7,SANTA CRUZ,71101,CONCEPCIÓN,29,80,73,4,3
7,SANTA CRUZ,71102,SAN JAVIER,29,56,46,3,7
7,SANTA CRUZ,71104,SAN JULIÁN,29,155,143,8,4
7,SANTA CRUZ,71106,CUATRO CAÑADAS,29,127,113,7,7
7,SANTA CRUZ,71401,PUERTO SUAREZ,29,69,68,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,29,160,160,0,0
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,29,34,33,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),29,12,11,0,1
7,SANTA CRUZ,71301,COMARAPA,29,47,47,0,0
7,SANTA CRUZ,70702,CHARAGUA,29,8,7,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,29,1,1,0,0
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,29,61,53,0,8
7,SANTA CRUZ,71201,SAN MATIAS,29,11,11,0,0
7,SANTA CRUZ,71502,URUBICHA,29,21,11,0,10
7,SANTA CRUZ,70705,GUTIERREZ,29,2,1,1,0
